,id,text,author
242,id16597,it would be useless to describe the playing of erich zan on that dreadful night,HPL
243,id27949,in this particular instance it will be understood as most probable that she proceeded upon a route of more than average diversity from her accustomed ones,EAP
244,id27876,having noticed these particulars and some others i again turned my eyes upon the glorious prospect below and soon became absorbed in contemplation,EAP
245,id25218,many of the vessels fired signal guns and in all we were saluted with loud cheers which we heard with surprising distinctness and the waving of caps and handkerchiefs,EAP
246,id27692,the party spread themselves and hurried from room to rom,EAP
247,id12312,he made a vow against love and its train of strugles disappointment and remorse and sought in mere sensual enjoyment a remedy for the injurious inroads of pasion,MWS
248,id20113,after that johansen only brooded over the idol in the cabin and attended to a few matters of food for himself and the laughing maniac by his side,HPL
249,id27404,the latter examined it carefully and deposited it in his pocket bok then unlocking an escritoire took thence a letter and gave it to the prefect,EAP
250,id07585,i retired early and full of dread and for a long time could not sleep in the uncanny silence of the tower,HPL
251,id16895,i provided myself with a sum of money together with a few jewels which had belonged to my mother and departed,MWS
252,id11003,i rushed towards the window and drawing a pistol from my bosom fired but he eluded me leaped from his station and running with the swiftness of lightning plunged into the lake,MWS
253,id08978,xh pxh pxh jxhn dxnt dx sx yxuve gxt tx gx yxu knxw sx gx at xnce and dxnt gx slxw fxr nxbxdy xwns yxu here yxu knxw,EAP
254,id27809,you would have sworn that the writer had been born and brought up in a cofin,EAP
255,id14246,there are a prodigious number of stately palaces,EAP
256,id04980,she might have heard of my return from london and my visit to bolters lock which connected with my continued absence might tend greatly to alarm her,MWS
257,id04970,this man whose name was beaufort was of a proud and unbending disposition and could not bear to live in poverty and oblivion in the same country where he had formerly been distinguished for his rank and magnificence,MWS
258,id01654,we found on each side of the humid pathway dry land for the sole of the fot,MWS
259,id21585,i dare not ask you to do what i think right for i may still be misled by pasion,MWS
260,id05899,refusing to fle i watched it fade and as i watched i felt that it was in turn watching me greedily with eyes more imaginable than visible,HPL
261,id04561,then up with you as soon as posible for it will soon be too dark to see what we are about,EAP
262,id20502,since then i must be an object of indifference or contempt to her beter far better avoid her nor expose myself before her and the scornful world to the chance of playing the mad game of a fond foolish icarus,MWS
263,id18908,i shewed her the dangers which her children incurred during her absence and she at length agreed not to go beyond the inclosure of the forest,MWS
